,Country,Year,Yield,Crop,precip_0,precip_1,precip_2,precip_3,precip_4,precip_5,precip_6,precip_7,precip_8,precip_9,precip_10,precip_11,precip_12,precip_13,precip_14,precip_15,precip_16,precip_17,precip_18,precip_19,precip_20,precip_21,precip_22,precip_23,min_temp_0,min_temp_1,min_temp_2,min_temp_3,min_temp_4,min_temp_5,min_temp_6,min_temp_7,min_temp_8,min_temp_9,min_temp_10,min_temp_11,min_temp_12,min_temp_13,min_temp_14,min_temp_15,min_temp_16,min_temp_17,min_temp_18,min_temp_19,min_temp_20,min_temp_21,min_temp_22,min_temp_23,max_temp_0,max_temp_1,max_temp_2,max_temp_3,max_temp_4,max_temp_5,max_temp_6,max_temp_7,max_temp_8,max_temp_9,max_temp_10,max_temp_11,max_temp_12,max_temp_13,max_temp_14,max_temp_15,max_temp_16,max_temp_17,max_temp_18,max_temp_19,max_temp_20,max_temp_21,max_temp_22,max_temp_23,avg_temp_0,avg_temp_1,avg_temp_2,avg_temp_3,avg_temp_4,avg_temp_5,avg_temp_6,avg_temp_7,avg_temp_8,avg_temp_9,avg_temp_10,avg_temp_11,avg_temp_12,avg_temp_13,avg_temp_14,avg_temp_15,avg_temp_16,avg_temp_17,avg_temp_18,avg_temp_19,avg_temp_20,avg_temp_21,avg_temp_22,avg_temp_23,Agricultural Land Mass,flood_0,flood_1,flood_2,flood_3,flood_4,flood_5,flood_6,flood_7,flood_8,flood_9,flood_10,flood_11,flood_12,flood_13,flood_14,flood_15,flood_16,flood_17,flood_18,flood_19,flood_20,flood_21,flood_22,flood_23,drought_0,drought_1,drought_2,drought_3,drought_4,drought_5,drought_6,drought_7,drought_8,drought_9,drought_10,drought_11,drought_12,drought_13,drought_14,drought_15,drought_16,drought_17,drought_18,drought_19,drought_20,drought_21,drought_22,drought_23,disaster_0,disaster_1,disaster_2,disaster_3,disaster_4,disaster_5,disaster_6,disaster_7,disaster_8,disaster_9,disaster_10,disaster_11,disaster_12,disaster_13,disaster_14,disaster_15,disaster_16,disaster_17,disaster_18,disaster_19,disaster_20,disaster_21,disaster_22,disaster_23,total_ppl_affected
16186,China,2018,39235019,Apples,18.25,8.97,29.07,41.26,68.41,93.93,127.05,121.48,66.64,26.22,24.45,15.34,13.79,21.83,31.13,48.00,65.15,95.74,118.91,105.82,55.17,32.76,14.32,11.54,-11.65,-8.65,-4.17,3.09,8.05,12.06,15.25,13.79,9.54,2.40,-5.18,-10.73,-13.56,-10.90,-2.75,3.02,8.00,12.63,15.24,14.34,8.85,1.63,-5.15,-11.64,0.16,3.60,8.39,15.68,20.98,23.55,26.66,24.61,21.09,13.98,6.90,1.48,-1.76,2.00,10.61,16.10,20.71,24.07,25.85,25.08,20.09,13.86,6.48,-0.56,-5.74,-2.52,2.10,9.37,14.50,17.78,20.93,19.18,15.29,8.18,0.86,-4.62,-7.65,-4.44,3.92,9.55,14.34,18.33,20.52,19.69,14.45,7.73,0.66,-6.09,5285287.000000004,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18142122.0
16709,Colombia,2018,326666,Avocados,131.71,102.54,152.07,263.92,343.75,293.79,262.31,221.45,241.86,265.52,215.54,99.20,98.28,104.50,184.61,245.64,349.47,275.94,238.96,190.62,251.08,242.00,211.95,139.34,19.77,20.36,20.52,21.13,20.67,20.32,20.34,19.42,20.34,20.32,19.98,20.21,19.84,20.35,20.61,20.49,20.12,20.24,20.03,19.74,20.00,20.34,20.69,19.85,29.68,30.18,29.69,29.93,29.15,28.66,28.73,29.12,30.19,29.86,30.24,29.45,29.83,30.21,30.53,29.14,28.78,28.51,28.76,29.44,29.77,29.46,29.49,30.15,24.70,25.25,25.08,25.50,24.88,24.47,24.51,24.25,25.24,25.06,25.09,24.80,24.81,25.25,25.55,24.79,24.42,24.35,24.37,24.56,24.86,24.88,25.06,24.98,494920.00000000023,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,136603.0
95141,Comoros,2018,46777,Bananas,437.12,170.70,314.87,184.01,127.63,116.51,222.11,66.64,35.99,26.28,59.75,179.78,285.89,194.77,130.86,367.44,191.52,121.31,69.75,36.81,14.19,51.87,87.03,232.06,22.29,22.20,21.90,21.40,21.00,19.70,18.40,18.60,19.30,20.40,21.69,21.79,21.70,22.10,21.50,21.40,20.90,18.90,18.01,18.90,19.49,19.89,21.59,22.29,29.67,29.47,30.17,29.67,29.17,27.77,27.67,27.87,28.56,29.36,29.77,29.06,28.67,29.67,29.48,29.18,29.08,27.88,26.79,27.68,28.56,28.56,29.67,30.37,25.98,25.79,25.99,25.49,25.08,23.69,22.99,23.19,23.88,24.88,25.68,25.38,25.18,25.89,25.49,25.29,24.99,23.39,22.40,23.29,23.98,24.18,25.58,26.28,1309.9999999999995,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
70875,Costa Rica,2018,15000,Avocados,321.00,95.62,95.86,127.20,338.45,547.68,328.86,350.38,385.69,446.55,245.32,172.92,29.80,77.44,130.91,128.91,467.83,447.80,308.51,335.54,377.39,421.47,425.59,213.32,18.43,18.61,18.94,20.72,20.51,20.04,20.38,19.64,19.65,18.95,19.62,19.28,17.85,17.99,18.99,19.52,19.56,19.87,20.01,19.31,19.68,19.21,19.32,18.76,30.08,30.77,31.27,32.71,31.28,29.92,30.21,29.95,29.71,28.87,29.30,29.98,29.50,30.15,31.32,31.52,30.33,29.74,29.84,29.63,29.73,29.14,28.99,29.47,24.24,24.66,25.08,26.69,25.87,24.96,25.27,24.77,24.65,23.89,24.43,24.61,23.66,24.04,25.13,25.50,24.92,24.79,24.90,24.45,24.68,24.15,24.13,24.09,17824.999999999993,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,136704.0
71916,Cote d'Ivoire,2018,37983,Avocados,9.33,44.39,118.11,112.69,161.96,211.62,168.16,194.65,229.20,174.00,56.25,21.16,9.33,37.32,83.94,120.41,164.44,214.59,201.10,174.79,212.40,178.82,52.78,22.55,19.11,21.83,22.93,23.69,22.98,22.37,21.75,21.60,21.85,21.95,21.10,20.08,18.86,22.43,22.94,23.49,23.01,22.50,21.58,21.52,21.53,21.99,21.93,19.53,34.31,35.75,35.86,34.38,32.66,30.69,29.66,29.12,30.37,32.17,32.79,32.66,33.98,35.22,34.62,34.44,32.84,31.03,29.14,28.96,29.69,30.85,33.01,32.97,26.69,28.76,29.36,29.01,27.79,26.50,25.68,25.34,26.08,27.03,26.92,26.34,26.40,28.81,28.75,28.94,27.90,26.74,25.33,25.22,25.59,26.39,27.44,26.23,212000.0000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
72835,Cuba,2018,2819,Avocados,66.74,11.24,55.94,90.84,362.42,103.37,127.23,122.90,136.13,164.93,40.91,31.88,43.53,35.14,71.29,91.52,190.74,140.92,187.59,200.46,193.75,105.85,74.72,39.55,18.55,18.97,19.30,20.73,22.13,23.41,23.85,23.96,23.63,22.58,21.57,19.41,18.26,20.44,18.16,20.36,22.05,23.24,23.16,23.59,23.61,23.02,21.47,19.61,29.10,29.84,29.37,30.72,31.83,32.20,33.22,33.29,32.50,31.07,29.74,28.57,26.81,29.77,29.10,31.06,30.35,31.96,33.19,32.80,32.27,31.43,30.42,29.47,23.80,24.38,24.30,25.71,26.96,27.78,28.51,28.60,28.04,26.80,25.64,23.97,22.51,25.08,23.60,25.69,26.18,27.57,28.15,28.17,27.91,27.20,25.92,24.52,62999.999999999985,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10040019.0
17933,Cyprus,2018,3772,Apples,132.67,56.33,31.61,10.96,35.15,7.02,1.18,0.76,2.38,30.74,42.39,166.95,148.80,82.95,64.03,33.39,1.71,11.42,2.11,0.88,7.69,31.62,23.90,182.91,5.28,6.34,9.71,12.18,16.19,20.09,23.82,23.41,21.63,16.42,11.55,10.10,8.11,9.89,11.60,13.52,17.49,20.17,23.19,23.35,21.48,17.59,13.08,9.50,13.81,15.97,19.52,23.07,26.84,31.47,35.28,33.97,32.89,26.86,21.33,19.45,16.38,19.25,21.94,25.54,28.75,31.18,34.20,34.11,32.26,28.01,22.21,17.13,9.52,11.12,14.59,17.58,21.49,25.75,29.53,28.67,27.22,21.63,16.41,14.74,12.22,14.56,16.73,19.49,23.09,25.63,28.65,28.70,26.87,22.77,17.62,13.28,1309.4699999999957,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
18524,Denmark,2018,32645,Apples,92.00,26.82,46.80,43.92,20.42,31.71,19.91,84.45,56.82,61.96,35.11,80.69,54.74,45.24,93.71,16.23,58.13,58.34,58.30,87.96,112.08,108.45,92.37,65.30,-1.39,-0.26,2.01,2.47,7.88,10.82,12.05,12.29,10.37,8.45,3.28,1.53,0.59,-3.61,-2.47,4.77,9.46,11.87,14.71,13.47,10.48,7.27,3.75,2.39,2.96,3.97,8.24,10.14,16.51,19.37,19.61,20.18,16.51,13.60,8.06,5.53,4.42,1.14,3.14,13.18,19.89,20.94,23.92,22.51,18.53,13.92,8.11,6.23,0.79,1.84,5.10,6.28,12.17,15.07,15.81,16.22,13.41,10.99,5.65,3.52,2.49,-1.23,0.34,8.94,14.65,16.39,19.30,17.97,14.48,10.57,5.90,4.29,26319.999999999996,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
120353,Djibouti,2018,1666,Tomatoes,2.92,40.45,53.10,35.69,19.77,4.66,33.47,46.41,17.58,9.94,12.87,7.02,2.92,12.24,24.80,35.95,19.77,4.66,32.49,42.24,29.89,10.41,34.56,7.94,19.59,20.63,22.32,23.82,25.24,27.48,28.08,27.05,26.00,23.48,19.92,19.16,17.48,20.90,22.01,23.37,24.86,26.38,27.48,26.51,25.63,22.82,20.61,19.23,29.74,29.76,31.91,32.97,34.97,38.35,39.86,38.50,36.49,33.63,32.27,29.64,29.18,32.13,32.09,32.72,34.92,37.29,38.43,38.23,35.50,33.07,30.65,29.71,24.64,25.18,27.09,28.37,30.08,32.90,33.93,32.75,31.21,28.52,26.06,24.36,23.29,26.49,27.02,28.03,29.86,31.80,32.93,32.34,30.54,27.93,25.59,24.43,17020.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25002.0
73557,Dominica,2018,337,Avocados,346.47,334.04,147.49,373.99,337.64,188.81,174.89,348.18,304.57,399.47,417.83,239.07,161.63,70.13,111.85,254.19,186.02,142.77,372.97,307.31,273.73,443.75,331.64,330.90,17.68,17.61,17.63,18.43,19.71,20.16,20.46,20.63,20.06,19.36,19.46,18.73,17.98,17.01,17.73,17.93,18.71,20.06,19.96,20.03,19.86,19.26,19.06,18.23,24.90,24.85,24.98,25.78,26.52,26.48,27.01,27.45,27.08,26.48,26.38,25.65,25.20,24.25,25.08,25.28,25.52,26.38,26.51,26.85,26.88,26.38,25.98,25.15,21.25,21.18,21.31,22.11,23.08,23.31,23.73,24.01,23.53,22.91,22.91,22.18,21.55,20.58,21.41,21.61,22.08,23.21,23.23,23.41,23.33,22.81,22.51,21.68,249.99999999999974,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,71457.0
74655,Dominican Republic,2018,644306,Avocados,74.30,62.85,57.16,85.86,233.49,62.34,110.93,78.04,158.10,109.09,92.31,79.42,63.44,59.53,45.11,92.56,241.31,26.82,122.38,45.95,178.93,150.85,81.05,93.38,16.82,17.70,18.41,19.64,20.58,21.44,21.35,22.07,21.79,20.54,19.71,18.50,17.93,17.91,18.09,19.28,20.05,21.36,20.75,22.18,21.52,20.81,20.38,18.24,27.08,28.20,27.57,28.36,29.23,29.73,30.40,30.76,30.84,29.29,28.37,27.25,26.71,26.61,27.89,28.77,28.38,30.15,29.97,30.61,29.78,29.10,28.60,27.54,21.92,22.91,22.97,23.97,24.88,25.57,25.84,26.39,26.29,24.89,24.02,22.85,22.29,22.24,22.96,24.00,24.19,25.73,25.34,26.38,25.63,24.92,24.46,22.86,24290.00000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20045,Ecuador,2018,6970,Apples,141.43,227.35,172.95,194.82,195.19,172.48,133.53,87.89,68.37,144.20,132.12,134.76,277.74,218.85,304.34,229.78,340.11,128.59,178.11,84.51,143.35,132.94,281.42,149.95,16.35,16.57,16.63,16.60,16.19,15.63,14.86,14.42,14.73,15.71,14.92,14.86,15.62,15.93,16.00,15.83,16.56,15.19,14.62,14.63,14.85,15.25,15.03,15.25,28.57,28.55,28.69,28.81,28.45,27.61,27.10,27.96,28.45,29.18,28.75,28.10,27.99,27.93,28.30,28.02,28.69,27.25,27.08,28.17,28.58,28.47,28.73,28.90,22.44,22.53,22.63,22.68,22.29,21.59,20.96,21.16,21.57,22.42,21.81,21.45,21.78,21.91,22.12,21.90,22.60,21.20,20.83,21.37,21.69,21.83,21.85,22.05,54480.00000000012,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20325,El Salvador,2018,18605,Avocados,5.95,5.08,12.80,34.24,226.78,300.35,151.13,275.74,319.11,218.71,21.27,9.86,6.69,5.06,17.10,36.51,166.31,231.12,233.28,149.97,327.18,160.41,41.03,10.30,17.75,18.17,18.14,20.31,20.85,19.93,20.27,19.97,19.94,19.41,18.39,18.61,16.31,17.58,18.22,19.25,19.91,19.86,20.14,19.29,19.95,19.49,18.37,17.55,32.47,33.13,34.13,33.99,32.66,30.72,31.76,31.30,30.14,29.85,30.47,31.90,30.89,32.41,33.60,32.96,31.68,30.60,31.59,30.62,30.12,29.99,30.47,30.83,25.11,25.63,26.09,27.12,26.72,25.31,26.01,25.62,25.02,24.61,24.40,25.22,23.58,24.96,25.88,26.08,25.77,25.20,25.85,24.93,25.00,24.72,24.41,24.16,14791.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,393713.0
95494,Equatorial Guinea,2018,31170,Bananas,81.99,177.48,243.16,190.52,210.44,140.30,95.68,93.84,293.39,243.75,366.06,115.49,146.04,130.87,263.85,225.48,249.02,116.76,32.88,91.21,224.16,408.01,297.60,189.42,21.52,21.27,20.55,20.92,21.01,21.07,20.00,19.82,20.46,20.64,20.54,21.19,21.46,21.10,21.05,20.88,20.95,20.90,20.03,20.39,20.81,20.60,21.11,21.01,29.58,30.19,29.38,29.94,29.31,28.48,27.07,26.86,28.23,28.34,28.34,28.95,29.51,30.01,29.88,29.91,29.25,28.30,27.10,27.42,28.58,28.30,28.91,28.78,25.54,25.71,24.94,25.40,25.14,24.75,23.52,23.31,24.30,24.46,24.40,25.04,25.47,25.53,25.44,25.37,25.08,24.58,23.55,23.88,24.65,24.42,24.97,24.86,2839.999999999997,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
75703,Eswatini,2018,6857,Bananas,145.49,218.43,84.26,32.51,27.03,1.84,7.76,9.14,15.58,63.82,60.16,86.39,98.82,143.06,110.55,45.91,0.53,0.53,0.60,16.76,21.18,54.12,156.49,101.77,19.01,20.13,17.33,15.86,12.71,9.65,9.66,10.93,14.08,15.05,15.82,17.56,18.51,19.79,18.38,16.54,13.09,9.69,9.82,11.37,12.83,14.64,16.38,19.21,28.82,28.85,29.27,27.59,26.09,24.89,25.01,25.28,28.24,26.79,27.82,28.63,30.29,29.28,29.18,27.83,26.25,25.30,23.94,25.81,27.69,27.90,28.24,31.30,23.88,24.46,23.28,21.70,19.38,17.27,17.31,18.08,21.13,20.88,21.79,23.09,24.37,24.50,23.76,22.17,19.65,17.47,16.84,18.56,20.23,21.24,22.29,25.24,12220.000000000004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,492000.0
96835,Fiji,2018,4888,Bananas,410.68,544.47,556.21,622.26,216.57,120.00,13.77,24.36,69.22,278.08,243.84,179.31,485.69,114.65,440.62,587.83,21.20,130.45,141.02,50.61,132.25,217.91,100.40,334.30,21.64,22.02,22.46,22.14,21.48,19.81,19.28,19.23,19.79,20.41,21.53,21.53,21.78,22.71,22.13,21.75,20.56,20.26,18.89,18.64,20.43,20.71,21.06,21.87,29.83,29.30,29.53,29.90,28.15,26.58,26.52,26.79,27.46,28.71,28.56,28.56,29.82,29.09,29.41,28.57,27.43,26.38,26.06,26.78,27.38,27.61,28.27,29.37,25.70,25.64,25.98,25.99,24.79,23.16,22.87,22.98,23.60,24.53,25.02,25.02,25.78,25.87,25.75,25.13,23.96,23.31,22.46,22.68,23.87,24.14,24.66,25.60,4249.999999999995,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,89957.0
21190,Finland,2018,7196,Apples,40.77,15.36,26.18,33.19,19.34,55.65,50.07,72.02,63.95,35.47,22.71,30.27,39.57,41.72,40.79,14.03,62.77,53.30,48.21,64.61,62.25,57.95,58.13,57.68,-11.51,-11.77,-7.19,-4.80,0.76,6.62,9.86,9.67,5.68,0.75,-4.40,-8.67,-11.83,-15.86,-13.60,-2.97,5.00,7.61,13.39,10.86,6.27,-0.37,-2.22,-8.39,-3.79,-3.81,1.42,4.23,10.61,16.84,20.01,17.96,12.20,4.89,0.62,-2.26,-4.46,-7.71,-2.64,6.78,17.85,18.06,25.11,20.18,14.51,6.50,2.40,-2.65,-7.63,-7.77,-2.88,-0.28,5.67,11.70,14.91,13.79,8.91,2.81,-1.88,-5.45,-8.12,-11.76,-8.09,1.90,11.40,12.81,19.23,15.50,10.36,3.05,0.09,-5.50,22719.999999999993,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
22253,France,2018,1737412,Apples,124.93,54.40,101.03,74.59,87.40,63.99,50.95,47.18,26.40,77.86,86.58,82.84,52.08,33.41,42.59,69.64,60.20,66.95,42.07,43.32,49.14,125.60,144.69,103.42,-1.29,3.20,5.26,5.02,9.94,14.11,14.75,14.58,10.13,9.06,3.52,1.47,4.35,-1.06,2.59,7.55,9.97,13.77,16.05,15.51,12.07,8.72,5.26,3.77,5.26,10.34,14.18,15.77,20.62,25.44,25.54,25.54,20.02,18.04,10.62,7.75,9.88,5.71,10.56,17.47,20.37,24.11,27.94,27.08,23.90,17.97,11.55,9.39,1.98,6.75,9.70,10.37,15.25,19.75,20.12,20.03,15.05,13.52,7.05,4.59,7.09,2.32,6.55,12.48,15.14,18.91,21.97,21.27,17.96,13.32,8.38,6.56,286600.9999999999,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4401.0
